Cycle,Time Measured(Sec),Voltage Measured(V),Current Measured,Temperature Measured,Capacity(Ah),SampleId
32,3395.219,2.973956909,-0.003806457,37.05346892,1.8552766880000002,B0006
32,3395.219,2.1637448790000002,-1.98796554,38.69955170000001,1.85208504,B0007
32,3260.594,3.404046821,0.0015992729999999998,34.89441645,1.665522931,B0018
33,3386.0,3.0334333719999997,0.0011594939999999998,36.4901977,1.839250892,B0006
33,3386.0,2.045656147,-1.9876230519999998,38.60524149,1.846950465,B0007
33,3258.812,3.418829402,0.0023196510000000003,34.53288079,1.6571924580000001,B0018
34,3368.187,3.0616925139999998,-0.002470616,36.1735162,1.818539607,B0006
34,3368.187,2.135620227,-1.9908807730000002,38.42604748,1.836828431,B0007
34,3243.422,3.414850129,-0.000457712,34.51313963,1.648224156,B0018
35,3368.2659999999996,3.0864214480000003,-0.002485657,36.69172174,1.8134770059999998,B0006
35,3368.2659999999996,2.042987154,-1.987965741,39.04689689,1.837161962,B0007
35,3236.515,3.4160220000000003,0.00132745,34.43103153,1.63877015,B0018
36,3358.719,3.137787322,-0.0029082920000000003,36.30505452,1.797101845,B0006
36,3358.719,1.9786162390000002,-1.985827106,38.83676496,1.8316722580000002,B0007
36,3230.7340000000004,3.4550159889999996,0.0015486410000000001,33.89640362,1.6276486909999999,B0018
37,3339.5,3.1501156389999996,-0.001828625,36.06439554,1.7810046290000001,B0006
37,3339.5,2.158453576,-1.988696121,38.49981471,1.821147095,B0007
37,3222.093,3.4362811910000004,0.003092328,34.56920757,1.6221537019999999,B0018
38,3331.265,3.173892042,-0.008825734,36.017314,1.7710130419999999,B0006
38,3331.265,2.092603699,-1.987126806,38.58234015,1.8165060919999998,B0007
38,3220.344,3.44499732,0.00109371,34.50595871,1.614006651,B0018
39,3321.188,3.19720715,-0.003438127,35.90775443,1.760471245,B0006
39,3321.188,2.1528886430000003,-1.9880004230000001,38.78749983,1.81138156,B0007
39,3250.75,3.3362824489999996,-0.001096783,34.92518024,1.676051615,B0018
40,3321.844,3.2275684589999996,-0.004927191,36.35807936,1.750291379,B0006
40,3321.844,2.0537418830000003,-1.9897635580000002,39.31221126,1.811605633,B0007
40,3239.344,3.406910129,0.003628593,34.21002176,1.6493006430000001,B0018
41,3311.828,3.2308580819999997,-0.001453012,36.50421626,1.739492504,B0006
41,3311.828,2.079330059,-1.986886765,39.40567993,1.806054896,B0007
41,3222.25,3.4085356289999997,-0.0009738999999999999,34.19993306,1.632382992,B0018
42,3327.3909999999996,3.199633267,-0.002292562,36.99126483,1.754676655,B0006
42,3327.3909999999996,2.07597933,-1.987433786,39.32802758,1.813204183,B0007
42,3206.157,3.424618629,-0.000917253,33.93860566,1.616415972,B0018
43,3312.078,3.1898103239999998,-0.002874522,36.81410786,1.7659390940000002,B0006
43,3312.078,2.0674349480000003,-1.987118282,38.61125282,1.8062641940000002,B0007
43,3197.969,3.4510403339999995,0.000593435,33.47620704,1.6109028380000001,B0018
44,3293.172,3.2499622130000003,-0.004430989000000001,35.948665500000004,1.7337887419999998,B0006
44,3293.172,2.037264031,-1.9852171680000001,38.56972695,1.795831025,B0007
44,3181.625,3.4471277889999996,-0.0030463779999999998,33.53169798,1.595463869,B0018
45,3275.328,3.2761786219999998,-0.002886507,35.80761415,1.713325912,B0006
45,3275.328,2.163267419,-1.990826155,38.34572084,1.78588526,B0007
45,3302.36,3.153251692,-0.0006853260000000001,34.64187919,1.72670744,B0018
46,3265.0159999999996,3.289233794,-0.001482136,35.72741105,1.702407781,B0006
46,3265.0159999999996,2.106631527,-1.9901049690000001,38.48254063,1.78032686,B0007
46,3285.812,3.220999602,-0.001743322,34.51797227,1.716567392,B0018
47,3328.937,2.93495168,-0.002635958,39.5737867,1.823719462,B0006
47,3328.937,2.1809272859999997,-1.988974957,41.04994219,1.81507569,B0007
47,3260.0159999999996,3.27953431,0.0008269260000000001,34.4020179,1.695823557,B0018
48,3329.2659999999996,3.0133583510000004,-0.00251412,38.78195999,1.808128405,B0006
48,3329.2659999999996,2.177349809,-1.986998523,40.36194489,1.815702515,B0007
48,3240.031,3.312914062,-0.000678723,34.34093454,1.677778319,B0018
49,3301.579,3.09819201,0.000650104,37.85904701,1.775761095,B0006
49,3301.579,2.180136102,-1.987598634,39.66769653,1.800243218,B0007
49,3232.265,3.347201035,0.002358026,34.02665838,1.66065869,B0018
50,3283.563,3.167346834,0.001188465,37.12135762,1.744740984,B0006
50,3283.563,2.12862952,-1.988124332,39.481181400000004,1.790447621,B0007
50,3232.031,3.341784146,0.000532716,34.77997329,1.6664109269999998,B0018
51,3275.125,3.2286855119999998,-0.0035102790000000003,36.58048671,1.729207034,B0006
51,3275.125,2.8191493139999997,0.0007008110000000001,39.41905114,1.7803430319999998,B0007
51,3209.515,3.340953803,0.001286104,34.91089521,1.646833617,B0018
52,3265.656,3.259572455,-0.0012542410000000001,36.4364075,1.708108655,B0006
52,3265.656,2.791498672,0.000150409,39.72196117,1.77532877,B0007
52,3196.125,3.3938572110000003,0.001032348,34.07147606,1.625763993,B0018
53,3266.093,3.277419952,-0.0024642789999999998,36.53091042,1.697595424,B0006
53,3266.093,2.912699551,-0.003713776,40.03166031,1.7702629730000001,B0007
53,3172.562,3.3794310860000003,-0.0023519229999999997,34.32783951,1.6121577409999999,B0018
54,3257.594,3.30954191,-0.0037357040000000003,36.06449508,1.682063452,B0006
54,3257.594,2.9959877130000003,-0.00011552200000000001,39.47151470000001,1.7600810619999998,B0007
54,3172.735,3.4005756000000003,-0.001435774,34.12133578,1.6057366819999999,B0018
55,3248.593,3.3229457960000004,-0.004205019,35.94327251,1.671476832,B0006
55,3248.593,2.972676873,-0.002283351,39.72504113,1.749647594,B0007
55,3238.1090000000004,3.313863632,-0.005027017,34.66127067,1.673645315,B0018
56,3238.7659999999996,3.326877495,-0.004577471,35.89295329,1.660759139,B0006
56,3238.7659999999996,2.981408978,-0.002542992,39.74335777,1.749650075,B0007
56,3191.063,3.35177638,-0.000712285,34.64276067,1.6404348569999998,B0018
57,3240.14,3.3364001000000005,-0.00422055,35.95951502,1.651121015,B0006
57,3240.14,3.0307473060000003,-0.000354443,39.81953913,1.745028739,B0007
57,3165.828,3.367600825,-0.000977332,34.63237476,1.6132653319999999,B0018
58,3230.1090000000004,3.356231324,-0.0046303,36.03733182,1.640134926,B0006
58,3230.1090000000004,3.039062337,0.000513601,40.01028251,1.7396457459999999,B0007
58,3140.407,3.38774316,0.001835628,34.4539714,1.592096432,B0018
59,3229.781,3.3714663610000004,0.0014743879999999999,35.71327174,1.6291999419999998,B0006
59,3229.781,3.073271767,-0.0040444059999999995,39.75053705,1.7285642280000002,B0007
59,3131.922,3.4160493489999997,0.003491818,34.12379741,1.5866011819999999,B0018
60,3212.469,3.3960187619999997,-0.004672744,35.36649835,1.60884963,B0006
60,3212.469,3.098778836,-0.002713376,39.59496852,1.723900325,B0007
60,3121.1090000000004,3.421472451,0.001359849,34.10164946,1.580076649,B0018
61,3213.219,3.3938825219999997,-0.004211278,35.18665272,1.60352449,B0006
61,3213.219,3.1213682589999996,-0.004186989,39.58448144,1.713978878,B0007
61,3105.265,3.4158832489999997,0.00304324,34.39355812,1.564173295,B0018
62,3203.578,3.39781587,-0.004421042,35.67614712,1.598971214,B0006
62,3203.578,3.1346289069999997,-0.001695369,39.78150284,1.7139702,B0007
62,3091.25,3.441266303,0.001071702,34.1019197,1.5556182719999998,B0018
63,3195.125,3.416423033,-0.000320003,34.71660829,1.587627312,B0006
63,3195.125,3.121005706,-0.0006350559999999999,39.61214975,1.7036521169999999,B0007
63,3076.703,3.4404213180000003,-0.0036085659999999997,34.20389504,1.540204528,B0018
64,3195.313,3.417549529,-0.001444462,35.02873638,1.5829719740000001,B0006
64,3195.313,3.16450137,-0.000103956,39.80746181,1.7040137469999999,B0007
64,3062.328,3.4456623210000004,-0.0009584589999999999,34.2502124,1.5321613019999998,B0018
65,3186.297,3.4275053860000004,-0.003482665,34.77499131,1.5671376369999999,B0006
65,3186.297,3.210026376,0.00052028,39.41546685,1.6935716159999998,B0007
65,3050.563,3.4388742210000003,-0.001658833,34.26909054,1.53162324,B0018
66,3176.438,3.434750843,-0.004482648,34.69789798,1.561344614,B0006
66,3176.438,3.210589611,-0.006451571,39.38468423,1.687657736,B0007
66,3034.672,3.463845759,0.000224304,33.93673654,1.522259595,B0018
67,3167.593,3.44819802,-0.001219527,34.60054157,1.551171189,B0006
67,3167.593,3.2116527130000003,-0.00399359,39.44521506,1.6830744359999998,B0007
67,3031.25,3.460795315,0.0021928629999999998,33.94589219,1.5065267130000002,B0018
68,3167.719,3.4471363580000003,0.000722634,34.65518631,1.5406741609999999,B0006
68,3167.719,3.236789079,-0.002354597,39.35070556,1.677927014,B0007
68,3011.343,3.45793996,0.0015069460000000001,34.14326364,1.501421956,B0018
69,3159.078,3.4551154410000002,-0.0019271429999999999,34.49661504,1.525313874,B0006
69,3159.078,3.236252355,-0.003300493,39.41976351,1.673206028,B0007
69,3003.0,3.458624303,0.0009771139999999998,34.21387438,1.496353412,B0018
70,3148.829,3.468023005,-0.001288228,34.58789397,1.530157032,B0006
70,3148.829,3.238140257,-0.000265768,39.408643,1.6674367209999998,B0007
70,3045.187,3.414320677,0.00571147,34.69706864,1.5334261999999999,B0018
71,3149.094,3.4711335969999997,-0.004490312,34.48391219,1.5246566830000001,B0006
71,3149.094,3.260791247,-0.00071096,39.26414378,1.662266263,B0007
71,3028.469,3.441289288,-0.002109818,34.65377199,1.523845268,B0018
72,3140.547,3.4883390889999997,-0.001221569,34.3231683,1.514549299,B0006
72,3140.547,3.2576377739999995,-0.0027235609999999998,39.36784552,1.6574243069999999,B0007
72,3012.937,3.4434979439999998,0.0012103539999999999,34.5039069,1.501192099,B0018
73,3131.625,3.48822644,-9.2e-05,34.37112414,1.509391505,B0006
73,3131.625,3.256197957,-0.0035669459999999997,39.39959520000001,1.652538685,B0007
73,2998.875,3.459920939,0.0006052000000000001,34.47189925,1.492417671,B0018
74,3121.907,3.487700235,-0.002546203,34.37262004,1.503997433,B0006
74,3121.907,3.261237667,-0.004376545,39.32054525,1.647217463,B0007
74,2983.547,3.468314103,-0.001814791,34.29303577,1.4833238519999998,B0018
75,3122.125,3.5019144210000004,-0.001805051,34.06737353,1.4935201919999999,B0006
75,3122.125,3.2767912260000003,-0.0014129829999999998,39.22466729999999,1.6364136809999998,B0007
75,2966.86,3.4611671889999998,-0.002404569,34.44293908,1.480737679,B0018
76,3121.672,3.5064898839999996,-0.002346996,34.01427816,1.487632302,B0006
76,3121.672,3.2802046810000003,-0.0012993689999999999,39.0446527,1.636255431,B0007
76,2954.797,3.478026972,8.52e-05,34.34721214,1.473507781,B0018
77,3120.86,3.4612712560000003,-0.001589364,35.63390029,1.530287621,B0006
77,3120.86,3.2463309160000002,-0.0031090859999999996,39.49011144,1.6411191790000002,B0007
77,2945.735,3.4601313730000003,-0.001982681,34.85167503,1.468019285,B0018
78,3103.828,3.495979747,-0.0028130620000000003,34.63193513,1.504076009,B0006
78,3103.828,3.284793531,-0.0017556310000000001,38.82694232,1.631570079,B0007
78,2941.375,3.470528678,0.001498235,34.62998607,1.4580923559999999,B0018
79,3095.094,3.495868233,-0.002245548,34.4836648,1.4887593609999998,B0006
79,3095.094,3.2782083539999998,-0.004172109,38.88522538,1.6212132830000001,B0007
79,2923.953,3.476629441,0.001221386,34.41830168,1.447866099,B0018
80,3095.781,3.516832478,-0.003048178,34.19890636,1.478277929,B0006
80,3095.781,3.2985123960000005,-0.001373586,38.95656521,1.616427321,B0007
80,2921.031,3.4758220769999997,-0.0009686289999999999,34.32904521,1.4527808780000002,B0018
81,3094.328,3.514080559,-0.003030933,34.73440889,1.478459982,B0006
81,3094.328,3.289212625,-0.004216215,39.48650196,1.61582351,B0007
81,2902.75,3.490006747,0.00030209299999999997,34.23308244,1.442535636,B0018
82,3086.531,3.517916927,-0.00319737,34.85451607,1.473214845,B0006
82,3086.531,3.2961609569999997,-0.004714433,39.46565735,1.61672418,B0007
82,2897.875,3.4917871239999996,-0.00017272299999999998,34.48934652,1.439271288,B0018
83,3085.625,3.5191016760000005,-0.002832657,34.71454754,1.467516494,B0006
83,3085.625,3.316099496,-0.000135299,39.20259462,1.6108655859999998,B0007
83,2892.094,3.487044876,0.002327231,34.68549804,1.4286475680000001,B0018
84,3067.203,3.5214936430000003,-0.002304841,34.40844196,1.4516292659999999,B0006
84,3067.203,3.299349705,-0.001455752,39.13951548,1.6006603369999999,B0007
84,2886.921,3.504583247,-0.001090109,34.32473202,1.424902675,B0018
85,3058.157,3.531199617,-0.003266351,34.229917900000004,1.4519237719999998,B0006
85,3058.157,3.2941059339999996,-0.001631976,39.27250656,1.595917449,B0007
85,2942.531,3.4303014610000004,0.002145919,34.80764979999999,1.4698115319999998,B0018
86,3058.812,3.5406828289999996,-0.002590439,34.45467968,1.447148469,B0006
86,3058.812,3.321071654,-0.0030813740000000004,39.19187642,1.596217952,B0007
86,2912.469,3.440576225,-0.000174261,34.88545379,1.452581965,B0018
87,3058.578,3.5356541189999997,-0.0058344009999999995,34.80310291,1.446853811,B0006
87,3058.578,3.3148956839999997,-0.00010916,39.51623936,1.595806511,B0007
87,2895.594,3.4678309730000003,0.000799075,34.43362403,1.442834199,B0018
88,3049.328,3.542648087,-0.000810783,34.81930482,1.441674193,B0006
88,3049.328,3.285250365,-0.000993927,40.00681154,1.590650782,B0007
88,2884.406,3.463732003,-0.000103047,34.4864484,1.428376059,B0018
89,3177.219,3.502946852,-0.004082849,36.55243678,1.593586659,B0006
89,3177.219,3.167885572,-0.0027494940000000003,40.42042599,1.688821116,B0007
89,2873.7659999999996,3.501682834,-0.000944396,33.66051743,1.415454784,B0018
90,3082.937,3.459144575,-0.001243713,36.57029302,1.546390238,B0006
90,3082.937,3.215576898,-0.002366933,40.44989071,1.6259938280000001,B0007
90,2893.375,3.445880486,-0.003174464,35.01720046,1.45457667,B0018
91,3074.2659999999996,3.488590851,0.000257075,35.95639891,1.5147055919999999,B0006
91,3074.2659999999996,3.237322372,-0.012383756999999999,40.37503731,1.615743386,B0007
91,2884.9840000000004,3.4602213460000004,-0.000205573,34.82633508,1.428317955,B0018
92,3066.0,3.5006625710000003,-0.004456519,35.57203522,1.498978608,B0006
92,3066.0,3.265128362,-0.00302674,40.03060994,1.605662676,B0007
92,2870.2340000000004,3.465380073,7.340000000000001e-05,34.9310794,1.419702688,B0018
93,3056.437,3.5190985130000003,-0.000521646,35.12626059,1.483111075,B0006
93,3056.437,3.2964470230000003,-0.0015868289999999999,39.54773118,1.5949746919999999,B0007
93,2864.11,3.4695766910000003,0.000441566,34.94739567,1.4155606630000002,B0018
94,3048.219,3.521286095,0.002124213,35.05245407,1.4729664830000002,B0006
94,3048.219,3.2937623819999997,-0.000584744,39.599978899999996,1.590410244,B0007
94,2846.64,3.470897659,0.001518631,34.90115196,1.405680035,B0018
95,3039.218,3.531585116,-0.001277149,34.99131294,1.46276044,B0006
95,3039.218,3.2956079739999997,-0.002309466,39.6662666,1.585351706,B0007
95,2839.532,3.463695995,-4.8100000000000004e-05,35.03832449,1.4084461069999998,B0018
96,3039.047,3.532926288,-0.00288309,34.94359969,1.4518364680000002,B0006
96,3039.047,3.3145309000000003,-0.001928952,39.46734067,1.579973715,B0007
96,2832.703,3.476025253,-0.00059314,34.87255645,1.396854778,B0018
97,3030.375,3.539045489,-0.004743717,34.849835600000006,1.446867064,B0006
97,3030.375,3.31626565,-0.00181291,39.50093406,1.575218547,B0007
97,2827.078,3.49598698,0.0020876239999999997,34.60380602,1.393567037,B0018
98,3021.0,3.5455471339999995,-0.005003297,34.86099755,1.441380399,B0006
98,3021.0,3.3180552739999998,-0.002513918,39.51950401,1.569798485,B0007
98,2821.531,3.498486525,0.00066602,34.65221288,1.389364429,B0018
99,3021.75,3.5484565860000004,-0.004076599,34.83766255,1.431210745,B0006
99,3021.75,3.3376611000000005,-0.001199994,39.31627404,1.5702565380000002,B0007
99,2805.156,3.4901229860000003,-0.001594322,34.88838289,1.3785651419999998,B0018
100,3012.265,3.549925959,-0.003369633,34.87870781,1.426024718,B0006
100,3012.265,3.3084712639999996,-0.001059397,39.8135971,1.565249874,B0007
100,2814.906,3.5002914339999998,0.000502106,34.53030638,1.38490111,B0018
101,3002.6409999999996,3.562236912,-0.0030866540000000003,34.66799385,1.42048765,B0006
101,3002.6409999999996,3.316161904,-0.004331035,39.69751399,1.559633934,B0007
101,2801.156,3.48836568,0.000946184,34.72190615,1.370325181,B0018
102,3012.0,3.558769895,-0.003486197,35.25576699,1.420700623,B0006
102,3012.0,3.3086447210000003,0.00039403800000000004,39.65887447,1.564982053,B0007
102,2794.187,3.499663272,-0.004945908,34.71956894,1.373346439,B0018
103,3020.11,3.5413834960000004,-0.0016815,35.87126419,1.452255804,B0006
103,3020.11,3.27976143,0.00028710000000000004,40.51011513,1.5749795,B0007
103,2785.3909999999996,3.503533537,0.00164902,34.78261101,1.367948729,B0018
104,3002.172,3.557320348,-0.00362423,35.55867419,1.4315576330000002,B0006
104,3002.172,3.2816898389999998,-0.002518019,40.53892256,1.5652811169999998,B0007
104,2779.5,3.49645464,-0.0025291470000000003,34.89129597,1.3567141090000001,B0018
105,2992.703,3.556002116,-0.000122088,35.37917333,1.4150157509999999,B0006
105,2992.703,3.319291254,-0.001489496,39.95381274,1.5597554969999998,B0007
105,2899.2340000000004,3.4124077930000003,0.001979654,34.29974281,1.460431021,B0018
106,2964.468,3.5654509269999997,-0.0030022440000000003,35.25835879,1.409731151,B0006
106,2964.468,3.271441638,0.000568742,40.44322559,1.549897686,B0007
106,2894.922,3.418468334,0.009113413,34.6153449,1.450099894,B0018
107,2983.375,3.5778109280000003,-0.0026601209999999997,34.97774357,1.404917318,B0006
107,2983.375,3.335511958,-0.003034537,39.73604954,1.5438771530000002,B0007
107,2888.25,3.4350590210000003,0.000176045,34.69435704,1.43814069,B0018
108,2975.297,3.582384274,-0.004289379,35.09536675,1.3951642969999998,B0006
108,2975.297,3.309262641,-0.001250694,40.29341867,1.545018749,B0007
108,2873.906,3.444712871,-0.002369894,34.54760909,1.428368198,B0018
109,2974.985,3.5836702089999997,-0.00251696,35.23466126,1.394534383,B0006
109,2974.985,3.332978101,-0.002225697,40.07444747,1.544594015,B0007
109,2847.406,3.458429174,-0.003499206,34.38461266,1.414787452,B0018
110,2966.25,3.5856253739999997,-0.000632857,35.03458093,1.3893171180000001,B0006
110,2966.25,3.333293706,-0.0008427269999999999,39.91083066,1.5343086719999999,B0007
110,2849.281,3.45760616,-0.001070006,34.24921056,1.4138891630000001,B0018
111,2956.3590000000004,3.588984285,-0.004653357,34.95973624,1.383837947,B0006
111,2956.3590000000004,3.335626154,-0.002642054,39.82498588,1.528760394,B0007
111,2833.688,3.473799879,0.00095206,34.22340606,1.398933166,B0018
112,2956.344,3.5864700210000002,-0.004734774000000001,35.13036409,1.3736814240000002,B0006
112,2956.344,3.33040925,-0.002607776,40.12170438,1.528926025,B0007
112,2826.453,3.453464523,-0.0019277370000000001,34.99486743,1.395332258,B0018
113,2956.406,3.592351575,-0.0041643109999999995,35.310008399999994,1.378605989,B0006
113,2956.406,3.3206227360000002,-0.0027409279999999997,40.50339709,1.52909165,B0007
113,2818.312,3.4551689860000003,0.00015230700000000002,35.34543171,1.39004613,B0018
114,2947.2659999999996,3.596312407,-0.001971316,35.16961821,1.37376003,B0006
114,2947.2659999999996,3.3255159119999997,-0.000132311,40.3426072,1.523905932,B0007
114,2812.719,3.479281571,-0.0017712079999999998,34.89112902,1.386027145,B0018
115,2937.9840000000004,3.600238913,-0.003212939,34.99384428,1.368258058,B0006
115,2937.9840000000004,3.3331094439999998,0.0008330089999999999,40.07998324,1.518667542,B0007
115,2803.5,3.455105229,0.000756197,34.98811299,1.38821526,B0018
116,2929.125,3.6042619869999997,-0.005286186,34.87051339,1.3633024040000001,B0006
116,2929.125,3.3357107089999998,0.0008109189999999999,39.96238768,1.5136482269999998,B0007
116,2783.25,3.4809779069999998,-0.001695036,34.46724144,1.376182656,B0018
117,2928.454,3.610208785,-0.005880019,34.99150316,1.3580966140000001,B0006
